Year;Month;Day;Streamflow;;Gaps;Zeroes;
1920;07;17;3.192;;;;
1920;07;18;3.192;;;;
1920;07;19;3.192;;;;
1920;07;20;3.192;;;;
1920;07;21;3.192;;;;
1920;07;22;3.192;;;;
1920;07;23;3.192;;;;
1920;07;24;3.192;;;;
1920;07;25;3.192;;;;
1920;07;26;3.192;;;;
1920;07;27;3.192;;;;
1920;07;28;3.175;;;;
1920;07;29;3.136;;;;
1920;07;30;3.170;;;;
1920;07;31;3.136;;;;
1920;08;01;3.187;;;;
1920;08;02;3.175;;;;
1920;08;03;3.119;;;;
1920;08;04;3.115;;;;
1920;08;05;3.115;;;;
1920;08;06;3.115;;;;
1920;08;07;3.132;;;;
1920;08;08;3.170;;;;
1920;08;09;3.119;;;;
1920;08;10;3.115;;;;
1920;08;11;3.115;;;;
1920;08;12;3.115;;;;
1920;08;13;3.115;;;;
1920;08;14;3.115;;;;
1920;08;15;3.115;;;;
1920;08;16;3.115;;;;
1920;08;17;3.115;;;;
1920;08;18;3.115;;;;
1920;08;19;3.115;;;;
1920;08;20;3.115;;;;
1920;08;21;3.132;;;;
1920;08;22;3.187;;;;
1920;08;23;3.192;;;;
1920;08;24;3.175;;;;
1920;08;25;3.119;;;;
1920;08;26;3.115;;;;
1920;08;27;3.132;;;;
1920;08;28;3.187;;;;
1920;08;29;3.175;;;;
1920;08;30;3.136;;;;
1920;08;31;3.187;;;;
1920;09;01;3.175;;;;
1920;09;02;3.119;;;;
1920;09;03;3.115;;;;
1920;09;04;3.115;;;;
1920;09;05;3.115;;;;
1920;09;06;3.132;;;;
1920;09;07;3.308;;;;
1920;09;08;3.706;;;;
1920;09;09;3.736;;;;
1920;09;10;3.736;;;;
1920;09;11;3.736;;;;
1920;09;12;3.736;;;;
1920;09;13;3.736;;;;
1920;09;14;3.736;;;;
1920;09;15;3.736;;;;
1920;09;16;4.378;;;;
1920;09;17;6.466;;;;
1920;09;18;6.626;;;;
1920;09;19;6.626;;;;
1920;09;20;5.984;;;;
1920;09;21;3.897;;;;
1920;09;22;3.736;;;;
1920;09;23;3.736;;;;
1920;09;24;3.736;;;;
1920;09;25;3.736;;;;
1920;09;26;3.736;;;;
1920;09;27;3.615;;;;
1920;09;28;3.222;;;;
1920;09;29;3.192;;;;
1920;09;30;3.313;;;;
1920;10;01;58.710;;;;
1920;10;02;205.897;;;;
1920;10;03;103.430;;;;
1920;10;04;74.009;;;;
1920;10;05;153.763;;;;
1920;10;06;186.140;;;;
1920;10;07;164.790;;;;
1920;10;08;170.323;;;;
1920;10;09;183.789;;;;
1920;10;10;154.599;;;;
1920;10;11;152.819;;;;
1920;10;12;115.366;;;;
1920;10;13;82.861;;;;
1920;10;14;62.352;;;;
1920;10;15;46.034;;;;
1920;10;16;33.563;;;;
1920;10;17;27.647;;;;
1920;10;18;22.558;;;;
1920;10;19;18.331;;;;
1920;10;20;14.635;;;;
1920;10;21;11.171;;;;
1920;10;22;9.018;;;;
1920;10;23;8.370;;;;
1920;10;24;6.751;;;;
1920;10;25;6.626;;;;
1920;10;26;6.192;;;;
1920;10;27;39.950;;;;
1920;10;28;142.170;;;;
1920;10;29;104.505;;;;
1920;10;30;77.084;;;;
1920;10;31;72.915;;;;
1920;11;01;61.782;;;;
1920;11;02;47.466;;;;
1920;11;03;38.217;;;;
1920;11;04;29.182;;;;
1920;11;05;28.521;;;;
1920;11;06;27.344;;;;
1920;11;07;23.518;;;;
1920;11;08;23.224;;;;
1920;11;09;20.633;;;;
1920;11;10;12.213;;;;
1920;11;11;10.966;;;;
1920;11;12;9.018;;;;
1920;11;13;8.868;;;;
1920;11;14;8.370;;;;
1920;11;15;6.316;;;;
1920;11;16;5.213;;;;
1920;11;17;6.083;;;;
1920;11;18;4.571;;;;
1920;11;19;3.788;;;;
1920;11;20;3.736;;;;
1920;11;21;3.736;;;;
1920;11;22;3.736;;;;
1920;11;23;4.877;;;;
1920;11;24;10.002;;;;
1920;11;25;14.078;;;;
1920;11;26;13.400;;;;
1920;11;27;18.494;;;;
1920;11;28;19.862;;;;
1920;11;29;22.023;;;;
1920;11;30;15.651;;;;
1920;12;01;5.326;;;;
1920;12;02;8.055;;;;
1920;12;03;6.751;;;;
1920;12;04;6.626;;;;
1920;12;05;6.626;;;;
1920;12;06;6.626;;;;
1920;12;07;6.192;;;;
1920;12;08;4.778;;;;
1920;12;09;4.669;;;;
1920;12;10;4.669;;;;
1920;12;11;4.462;;;;
1920;12;12;3.788;;;;
1920;12;13;3.706;;;;
1920;12;14;3.577;;;;
1920;12;15;3.441;;;;
1920;12;16;3.305;;;;
1920;12;17;3.320;;;;
1920;12;18;3.913;;;;
1920;12;19;8.741;;;;
1920;12;20;19.602;;;;
1920;12;21;13.843;;;;
1920;12;22;17.683;;;;
1920;12;23;15.454;;;;
1920;12;24;16.063;;;;
1920;12;25;17.888;;;;
1920;12;26;13.538;;;;
1920;12;27;6.671;;;;
1920;12;28;5.213;;;;
1920;12;29;6.518;;;;
1920;12;30;7.125;;;;
1920;12;31;10.162;;;;
1921;01;01;15.708;;;;
1921;01;02;17.888;;;;
1921;01;03;14.635;;;;
1921;01;04;11.770;;;;
1921;01;05;11.565;;;;
1921;01;06;11.565;;;;
1921;01;07;14.156;;;;
1921;01;08;24.967;;;;
1921;01;09;62.042;;;;
1921;01;10;159.230;;;;
1921;01;11;181.535;;;;
1921;01;12;181.224;;;;
1921;01;13;134.120;;;;
1921;01;14;121.602;;;;
1921;01;15;118.267;;;;
1921;01;16;104.449;;;;
1921;01;17;84.491;;;;
1921;01;18;71.599;;;;
1921;01;19;52.474;;;;
1921;01;20;32.837;;;;
1921;01;21;22.861;;;;
1921;01;22;18.331;;;;
1921;01;23;15.454;;;;
1921;01;24;18.200;;;;
1921;01;25;48.314;;;;
1921;01;26;99.638;;;;
1921;01;27;43.565;;;;
1921;01;28;11.059;;;;
1921;01;29;8.370;;;;
1921;01;30;6.751;;;;
1921;01;31;6.192;;;;
1921;02;01;4.778;;;;
1921;02;02;4.669;;;;
1921;02;03;5.104;;;;
1921;02;04;17.582;;;;
1921;02;05;48.664;;;;
1921;02;06;31.877;;;;
1921;02;07;18.928;;;;
1921;02;08;15.454;;;;
1921;02;09;14.432;;;;
1921;02;10;14.361;;;;
1921;02;11;23.753;;;;
1921;02;12;61.548;;;;
1921;02;13;135.640;;;;
1921;02;14;31.849;;;;
1921;02;15;23.224;;;;
1921;02;16;30.600;;;;
1921;02;17;68.903;;;;
1921;02;18;141.731;;;;
1921;02;19;262.342;;;;
1921;02;20;353.286;;;;
1921;02;21;221.963;;;;
1921;02;22;163.899;;;;
1921;02;23;201.205;;;;
1921;02;24;247.185;;;;
1921;02;25;268.814;;;;
1921;02;26;146.840;;;;
1921;02;27;151.114;;;;
1921;02;28;150.179;;;;
1921;03;01;104.505;;;;
1921;03;02;71.103;;;;
1921;03;03;48.039;;;;
1921;03;04;40.862;;;;
1921;03;05;38.993;;;;
1921;03;06;37.519;;;;
1921;03;07;49.302;;;;
1921;03;08;62.419;;;;
1921;03;09;83.847;;;;
1921;03;10;102.679;;;;
1921;03;11;141.422;;;;
1921;03;12;87.486;;;;
1921;03;13;85.931;;;;
1921;03;14;131.160;;;;
1921;03;15;179.200;;;;
1921;03;16;221.222;;;;
1921;03;17;297.499;;;;
1921;03;18;277.925;;;;
1921;03;19;264.963;;;;
1921;03;20;188.655;;;;
1921;03;21;195.165;;;;
1921;03;22;222.204;;;;
1921;03;23;316.000;;;;
1921;03;24;352.120;;;;
1921;03;25;349.984;;;;
1921;03;26;330.942;;;;
1921;03;27;319.274;;;;
1921;03;28;337.774;;;;
1921;03;29;363.522;;;;
1921;03;30;402.923;;;;
1921;03;31;428.086;;;;
1921;04;01;449.382;;;;
1921;04;02;444.759;;;;
1921;04;03;405.028;;;;
1921;04;04;320.953;;;;
1921;04;05;247.304;;;;
1921;04;06;203.755;;;;
1921;04;07;169.157;;;;
1921;04;08;177.607;;;;
1921;04;09;227.792;;;;
1921;04;10;377.863;;;;
1921;04;11;347.845;;;;
1921;04;12;306.291;;;;
1921;04;13;273.490;;;;
1921;04;14;294.994;;;;
1921;04;15;372.513;;;;
1921;04;16;354.624;;;;
1921;04;17;264.108;;;;
1921;04;18;204.860;;;;
1921;04;19;162.571;;;;
1921;04;20;143.413;;;;
1921;04;21;122.459;;;;
1921;04;22;137.627;;;;
1921;04;23;188.039;;;;
1921;04;24;176.002;;;;
1921;04;25;163.807;;;;
1921;04;26;150.963;;;;
1921;04;27;112.021;;;;
1921;04;28;106.122;;;;
1921;04;29;92.074;;;;
1921;04;30;74.068;;;;
1921;05;01;65.473;;;;
1921;05;02;64.901;;;;
1921;05;03;63.015;;;;
1921;05;04;55.082;;;;
1921;05;05;48.743;;;;
1921;05;06;48.292;;;;
1921;05;07;54.272;;;;
1921;05;08;73.709;;;;
1921;05;09;77.484;;;;
1921;05;10;82.612;;;;
1921;05;11;73.485;;;;
1921;05;12;65.473;;;;
1921;05;13;63.015;;;;
1921;05;14;56.887;;;;
1921;05;15;52.862;;;;
1921;05;16;41.313;;;;
1921;05;17;38.993;;;;
1921;05;18;33.126;;;;
1921;05;19;27.647;;;;
1921;05;20;23.518;;;;
1921;05;21;23.224;;;;
1921;05;22;22.264;;;;
1921;05;23;19.142;;;;
1921;05;24;18.091;;;;
1921;05;25;15.454;;;;
1921;05;26;15.252;;;;
1921;05;27;14.432;;;;
1921;05;28;11.770;;;;
1921;05;29;11.565;;;;
1921;05;30;11.565;;;;
1921;05;31;10.966;;;;
1921;06;01;9.018;;;;
1921;06;02;8.868;;;;
1921;06;03;8.868;;;;
1921;06;04;8.868;;;;
1921;06;05;8.868;;;;
1921;06;06;8.868;;;;
1921;06;07;8.868;;;;
1921;06;08;8.868;;;;
1921;06;09;8.868;;;;
1921;06;10;8.868;;;;
1921;06;11;8.868;;;;
1921;06;12;8.868;;;;
1921;06;13;8.868;;;;
1921;06;14;8.868;;;;
1921;06;15;8.868;;;;
1921;06;16;8.868;;;;
1921;06;17;8.370;;;;
1921;06;18;6.751;;;;
1921;06;19;6.626;;;;
1921;06;20;7.125;;;;
1921;06;21;8.246;;;;
1921;06;22;6.751;;;;
1921;06;23;6.192;;;;
1921;06;24;4.778;;;;
1921;06;25;4.669;;;;
1921;06;26;4.669;;;;
1921;06;27;4.669;;;;
1921;06;28;4.669;;;;
1921;06;29;4.669;;;;
1921;06;30;4.462;;;;
1921;07;01;3.788;;;;
1921;07;02;3.736;;;;
1921;07;03;3.615;;;;
1921;07;04;3.222;;;;
1921;07;05;3.192;;;;
1921;07;06;3.192;;;;
1921;07;07;3.192;;;;
1921;07;08;3.192;;;;
1921;07;09;3.192;;;;
1921;07;10;3.192;;;;
1921;07;11;3.192;;;;
1921;07;12;3.192;;;;
1921;07;13;3.192;;;;
1921;07;14;3.192;;;;
1921;07;15;3.313;;;;
1921;07;16;3.706;;;;
1921;07;17;3.736;;;;
1921;07;18;3.736;;;;
1921;07;19;3.736;;;;
1921;07;20;3.736;;;;
1921;07;21;3.615;;;;
1921;07;22;3.222;;;;
1921;07;23;3.192;;;;
1921;07;24;3.313;;;;
1921;07;25;3.706;;;;
1921;07;26;3.736;;;;
1921;07;27;3.736;;;;
1921;07;28;3.736;;;;
1921;07;29;3.736;;;;
1921;07;30;3.615;;;;
1921;07;31;3.222;;;;
1921;08;01;3.192;;;;
1921;08;02;3.192;;;;
1921;08;03;3.192;;;;
1921;08;04;3.192;;;;
1921;08;05;3.192;;;;
1921;08;06;3.192;;;;
1921;08;07;3.192;;;;
1921;08;08;3.175;;;;
1921;08;09;3.136;;;;
1921;08;10;3.187;;;;
1921;08;11;3.175;;;;
1921;08;12;3.136;;;;
1921;08;13;3.170;;;;
1921;08;14;3.119;;;;
1921;08;15;3.115;;;;
1921;08;16;3.115;;;;
1921;08;17;3.115;;;;
1921;08;18;3.115;;;;
1921;08;19;3.115;;;;
1921;08;20;3.115;;;;
1921;08;21;3.115;;;;
1921;08;22;3.115;;;;
1921;08;23;3.115;;;;
1921;08;24;3.115;;;;
1921;08;25;3.115;;;;
1921;08;26;3.115;;;;
1921;08;27;3.115;;;;
1921;08;28;3.115;;;;
1921;08;29;3.115;;;;
1921;08;30;3.115;;;;
1921;08;31;3.115;;;;
1921;09;01;3.115;;;;
1921;09;02;3.115;;;;
1921;09;03;3.115;;;;
1921;09;04;3.115;;;;
1921;09;05;3.115;;;;
1921;09;06;3.115;;;;
1921;09;07;3.115;;;;
1921;09;08;3.115;;;;
1921;09;09;3.115;;;;
1921;09;10;3.115;;;;
1921;09;11;3.115;;;;
1921;09;12;3.115;;;;
1921;09;13;3.115;;;;
1921;09;14;3.115;;;;
1921;09;15;3.132;;;;
1921;09;16;3.170;;;;
1921;09;17;3.257;;;;
1921;09;18;3.701;;;;
1921;09;19;3.736;;;;
1921;09;20;3.943;;;;
1921;09;21;4.618;;;;
1921;09;22;6.202;;;;
1921;09;23;11.182;;;;
1921;09;24;12.384;;;;
1921;09;25;15.047;;;;
1921;09;26;15.252;;;;
1921;09;27;15.252;;;;
1921;09;28;16.063;;;;
1921;09;29;18.699;;;;
1921;09;30;18.902;;;;
1921;10;01;18.091;;;;
1921;10;02;15.454;;;;
1921;10;03;16.063;;;;
1921;10;04;25.230;;;;
1921;10;05;48.464;;;;
1921;10;06;57.850;;;;
1921;10;07;68.998;;;;
1921;10;08;82.039;;;;
1921;10;09;71.599;;;;
1921;10;10;57.459;;;;
1921;10;11;56.415;;;;
1921;10;12;54.610;;;;
1921;10;13;48.743;;;;
1921;10;14;46.544;;;;
1921;10;15;39.430;;;;
1921;10;16;31.949;;;;
1921;10;17;22.861;;;;
1921;10;18;18.331;;;;
1921;10;19;14.635;;;;
1921;10;20;11.770;;;;
1921;10;21;10.966;;;;
1921;10;22;9.018;;;;
1921;10;23;8.370;;;;
1921;10;24;6.316;;;;
1921;10;25;4.778;;;;
1921;10;26;4.462;;;;
1921;10;27;3.995;;;;
1921;10;28;4.618;;;;
1921;10;29;4.669;;;;
1921;10;30;4.669;;;;
1921;10;31;4.669;;;;
1921;11;01;4.669;;;;
1921;11;02;5.104;;;;
1921;11;03;6.518;;;;
1921;11;04;6.192;;;;
1921;11;05;4.778;;;;
1921;11;06;4.669;;;;
1921;11;07;5.104;;;;
1921;11;08;8.434;;;;
1921;11;09;13.953;;;;
1921;11;10;11.770;;;;
1921;11;11;11.565;;;;
1921;11;12;10.966;;;;
1921;11;13;12.208;;;;
1921;11;14;24.817;;;;
1921;11;15;40.255;;;;
1921;11;16;70.085;;;;
1921;11;17;99.779;;;;
1921;11;18;132.313;;;;
1921;11;19;182.869;;;;
1921;11;20;210.758;;;;
1921;11;21;208.989;;;;
1921;11;22;193.136;;;;
1921;11;23;191.066;;;;
1921;11;24;232.392;;;;
1921;11;25;273.035;;;;
1921;11;26;348.667;;;;
1921;11;27;345.288;;;;
1921;11;28;310.726;;;;
1921;11;29;283.486;;;;
1921;11;30;297.839;;;;
1921;12;01;451.269;;;;
1921;12;02;448.150;;;;
1921;12;03;283.990;;;;
1921;12;04;266.722;;;;
1921;12;05;261.214;;;;
1921;12;06;293.844;;;;
1921;12;07;321.275;;;;
1921;12;08;362.348;;;;
1921;12;09;420.526;;;;
1921;12;10;518.127;;;;
1921;12;11;596.730;;;;
1921;12;12;588.364;;;;
1921;12;13;481.063;;;;
1921;12;14;370.901;;;;
1921;12;15;298.649;;;;
1921;12;16;220.264;;;;
1921;12;17;160.149;;;;
1921;12;18;132.275;;;;
1921;12;19;116.058;;;;
1921;12;20;92.734;;;;
1921;12;21;110.920;;;;
1921;12;22;189.812;;;;
1921;12;23;85.272;;;;
1921;12;24;52.162;;;;
1921;12;25;64.752;;;;
1921;12;26;108.649;;;;
1921;12;27;166.602;;;;
1921;12;28;199.806;;;;
1921;12;29;364.358;;;;
1921;12;30;809.262;;;;
1921;12;31;744.446;;;;
1922;01;01;615.531;;;;
1922;01;02;452.116;;;;
1922;01;03;322.750;;;;
1922;01;04;251.880;;;;
1922;01;05;195.564;;;;
1922;01;06;171.884;;;;
1922;01;07;147.054;;;;
1922;01;08;139.411;;;;
1922;01;09;230.464;;;;
1922;01;10;607.308;;;;
1922;01;11;687.817;;;;
1922;01;12;705.282;;;;
1922;01;13;606.432;;;;
1922;01;14;486.511;;;;
1922;01;15;368.296;;;;
1922;01;16;249.367;;;;
1922;01;17;195.280;;;;
1922;01;18;172.866;;;;
1922;01;19;141.635;;;;
1922;01;20;108.334;;;;
1922;01;21;96.687;;;;
1922;01;22;91.348;;;;
1922;01;23;72.182;;;;
1922;01;24;77.997;;;;
1922;01;25;134.854;;;;
1922;01;26;111.237;;;;
1922;01;27;106.122;;;;
1922;01;28;89.784;;;;
1922;01;29;66.626;;;;
1922;01;30;64.901;;;;
1922;01;31;61.210;;;;
1922;02;01;47.466;;;;
1922;02;02;40.862;;;;
1922;02;03;40.425;;;;
1922;02;04;40.425;;;;
1922;02;05;38.993;;;;
1922;02;06;37.519;;;;
1922;02;07;43.103;;;;
1922;02;08;30.833;;;;
1922;02;09;35.110;;;;
1922;02;10;43.620;;;;
1922;02;11;53.722;;;;
1922;02;12;57.003;;;;
1922;02;13;85.729;;;;
1922;02;14;88.475;;;;
1922;02;15;66.626;;;;
1922;02;16;61.210;;;;
1922;02;17;49.215;;;;
1922;02;18;51.983;;;;
1922;02;19;58.539;;;;
1922;02;20;40.353;;;;
1922;02;21;33.126;;;;
1922;02;22;28.824;;;;
1922;02;23;27.344;;;;
1922;02;24;23.518;;;;
1922;02;25;22.264;;;;
1922;02;26;20.103;;;;
1922;02;27;22.984;;;;
1922;02;28;21.452;;;;
1922;03;01;14.875;;;;
1922;03;02;12.589;;;;
1922;03;03;14.228;;;;
1922;03;04;14.361;;;;
1922;03;05;21.616;;;;
1922;03;06;18.331;;;;
1922;03;07;14.635;;;;
1922;03;08;11.770;;;;
1922;03;09;11.565;;;;
1922;03;10;10.966;;;;
1922;03;11;8.520;;;;
1922;03;12;6.316;;;;
1922;03;13;5.213;;;;
1922;03;14;6.518;;;;
1922;03;15;6.192;;;;
1922;03;16;5.213;;;;
1922;03;17;6.518;;;;
1922;03;18;6.626;;;;
1922;03;19;6.626;;;;
1922;03;20;6.192;;;;
1922;03;21;4.778;;;;
1922;03;22;4.669;;;;
1922;03;23;4.669;;;;
1922;03;24;4.669;;;;
1922;03;25;4.669;;;;
1922;03;26;5.104;;;;
1922;03;27;7.016;;;;
1922;03;28;8.744;;;;
1922;03;29;8.370;;;;
1922;03;30;6.751;;;;
1922;03;31;6.626;;;;
1922;04;01;6.626;;;;
1922;04;02;6.626;;;;
1922;04;03;7.125;;;;
1922;04;04;8.246;;;;
1922;04;05;6.751;;;;
1922;04;06;6.192;;;;
1922;04;07;4.778;;;;
1922;04;08;4.669;;;;
1922;04;09;4.669;;;;
1922;04;10;4.669;;;;
1922;04;11;4.341;;;;
1922;04;12;3.274;;;;
1922;04;13;3.192;;;;
1922;04;14;3.192;;;;
1922;04;15;3.192;;;;
1922;04;16;3.192;;;;
1922;04;17;3.192;;;;
1922;04;18;3.192;;;;
1922;04;19;3.192;;;;
1922;04;20;3.175;;;;
1922;04;21;3.119;;;;
1922;04;22;3.115;;;;
1922;04;23;3.115;;;;
1922;04;24;3.115;;;;
1922;04;25;3.115;;;;
1922;04;26;3.115;;;;
1922;04;27;3.115;;;;
1922;04;28;3.115;;;;
1922;04;29;3.115;;;;
1922;04;30;3.115;;;;
1922;05;01;3.115;;;;
1922;05;02;3.115;;;;
1922;05;03;3.115;;;;
1922;05;04;3.115;;;;
1922;05;05;3.115;;;;
1922;05;06;3.115;;;;
1922;05;07;3.115;;;;
1922;05;08;3.115;;;;
1922;05;09;3.115;;;;
1922;05;10;3.115;;;;
1922;05;11;3.115;;;;
1922;05;12;3.115;;;;
1922;05;13;3.115;;;;
1922;05;14;3.115;;;;
1922;05;15;3.115;;;;
1922;05;16;3.115;;;;
1922;05;17;3.115;;;;
1922;05;18;3.115;;;;
1922;05;19;3.115;;;;
1922;05;20;3.115;;;;
1922;05;21;3.115;;;;
1922;05;22;3.115;;;;
1922;05;23;3.115;;;;
1922;05;24;3.115;;;;
1922;05;25;3.115;;;;
1922;05;26;3.115;;;;
1922;05;27;3.115;;;;
1922;05;28;3.115;;;;
1922;05;29;3.115;;;;
1922;05;30;3.115;;;;
1922;05;31;3.115;;;;
1922;06;01;3.115;;;;
1922;06;02;3.115;;;;
1922;06;03;3.115;;;;
1922;06;04;3.132;;;;
1922;06;05;3.187;;;;
1922;06;06;3.192;;;;
1922;06;07;3.192;;;;
1922;06;08;3.192;;;;
1922;06;09;3.192;;;;
1922;06;10;3.192;;;;
1922;06;11;3.175;;;;
1922;06;12;3.136;;;;
1922;06;13;3.187;;;;
1922;06;14;3.684;;;;
1922;06;15;19.736;;;;
1922;06;16;28.521;;;;
1922;06;17;20.043;;;;
1922;06;18;7.015;;;;
1922;06;19;4.778;;;;
1922;06;20;4.669;;;;
1922;06;21;4.669;;;;
1922;06;22;4.669;;;;
1922;06;23;4.462;;;;
1922;06;24;3.788;;;;
1922;06;25;3.736;;;;
1922;06;26;3.736;;;;
1922;06;27;3.736;;;;
1922;06;28;3.736;;;;
1922;06;29;3.736;;;;
1922;06;30;3.736;;;;
1922;07;01;3.736;;;;
1922;07;02;3.736;;;;
1922;07;03;3.736;;;;
1922;07;04;3.736;;;;
1922;07;05;3.736;;;;
1922;07;06;3.736;;;;
1922;07;07;3.736;;;;
1922;07;08;3.736;;;;
1922;07;09;3.615;;;;
1922;07;10;3.222;;;;
1922;07;11;3.192;;;;
1922;07;12;3.192;;;;
1922;07;13;3.192;;;;
1922;07;14;3.192;;;;
1922;07;15;3.192;;;;
1922;07;16;3.192;;;;
1922;07;17;3.175;;;;
1922;07;18;3.119;;;;
1922;07;19;3.253;;;;
1922;07;20;3.701;;;;
1922;07;21;3.736;;;;
1922;07;22;3.943;;;;
1922;07;23;4.410;;;;
1922;07;24;3.788;;;;
1922;07;25;3.736;;;;
1922;07;26;3.736;;;;
1922;07;27;3.736;;;;
1922;07;28;3.736;;;;
1922;07;29;3.736;;;;
1922;07;30;3.736;;;;
1922;07;31;3.736;;;;
1922;08;01;3.736;;;;
1922;08;02;3.736;;;;
1922;08;03;3.598;;;;
1922;08;04;3.167;;;;
1922;08;05;3.187;;;;
1922;08;06;3.313;;;;
1922;08;07;3.706;;;;
1922;08;08;3.615;;;;
1922;08;09;3.205;;;;
1922;08;10;3.119;;;;
1922;08;11;3.115;;;;
1922;08;12;3.115;;;;
1922;08;13;3.460;;;;
1922;08;14;4.376;;;;
1922;08;15;3.788;;;;
1922;08;16;3.736;;;;
1922;08;17;3.736;;;;
1922;08;18;3.736;;;;
1922;08;19;3.943;;;;
1922;08;20;4.618;;;;
1922;08;21;4.341;;;;
1922;08;22;3.274;;;;
1922;08;23;3.192;;;;
1922;08;24;3.192;;;;
1922;08;25;3.192;;;;
1922;08;26;3.192;;;;
1922;08;27;3.520;;;;
1922;08;28;5.520;;;;
1922;08;29;8.635;;;;
1922;08;30;9.468;;;;
1922;08;31;10.816;;;;
1922;09;01;9.618;;;;
1922;09;02;12.235;;;;
1922;09;03;14.228;;;;
1922;09;04;11.171;;;;
1922;09;05;9.018;;;;
1922;09;06;8.868;;;;
1922;09;07;9.468;;;;
1922;09;08;10.816;;;;
1922;09;09;9.018;;;;
1922;09;10;8.868;;;;
1922;09;11;8.868;;;;
1922;09;12;8.868;;;;
1922;09;13;8.868;;;;
1922;09;14;8.370;;;;
1922;09;15;6.751;;;;
1922;09;16;6.626;;;;
1922;09;17;6.192;;;;
1922;09;18;4.778;;;;
1922;09;19;4.669;;;;
1922;09;20;4.462;;;;
1922;09;21;3.788;;;;
1922;09;22;3.736;;;;
1922;09;23;3.736;;;;
1922;09;24;3.598;;;;
1922;09;25;3.149;;;;
1922;09;26;3.115;;;;
1922;09;27;3.115;;;;
1922;09;28;3.115;;;;
1922;09;29;3.115;;;;
1922;09;30;3.115;;;;
1922;10;01;3.115;;;;
1922;10;02;3.460;;;;
1922;10;03;4.376;;;;
1922;10;04;3.650;;;;
1922;10;05;3.149;;;;
1922;10;06;3.115;;;;
1922;10;07;3.460;;;;
1922;10;08;6.935;;;;
1922;10;09;14.664;;;;
1922;10;10;13.833;;;;
1922;10;11;16.236;;;;
1922;10;12;40.420;;;;
1922;10;13;61.351;;;;
1922;10;14;108.291;;;;
1922;10;15;112.370;;;;
1922;10;16;80.975;;;;
1922;10;17;54.476;;;;
1922;10;18;37.491;;;;
1922;10;19;23.219;;;;
1922;10;20;19.142;;;;
1922;10;21;18.091;;;;
1922;10;22;15.454;;;;
1922;10;23;13.833;;;;
1922;10;24;8.725;;;;
1922;10;25;6.751;;;;
1922;10;26;6.626;;;;
1922;10;27;15.885;;;;
1922;10;28;49.668;;;;
1922;10;29;63.978;;;;
1922;10;30;61.210;;;;
1922;10;31;47.466;;;;
1922;11;01;39.430;;;;
1922;11;02;31.949;;;;
1922;11;03;23.822;;;;
1922;11;04;22.264;;;;
1922;11;05;22.493;;;;
1922;11;06;30.753;;;;
1922;11;07;54.871;;;;
1922;11;08;174.807;;;;
1922;11;09;230.174;;;;
1922;11;10;164.178;;;;
1922;11;11;95.932;;;;
1922;11;12;83.873;;;;
1922;11;13;143.172;;;;
1922;11;14;238.092;;;;
1922;11;15;188.580;;;;
1922;11;16;237.771;;;;
1922;11;17;207.205;;;;
1922;11;18;184.297;;;;
1922;11;19;202.851;;;;
1922;11;20;217.285;;;;
1922;11;21;400.640;;;;
1922;11;22;1003.107;;;;
1922;11;23;1084.734;;;;
1922;11;24;812.165;;;;
1922;11;25;726.919;;;;
1922;11;26;713.627;;;;
1922;11;27;694.551;;;;
1922;11;28;613.698;;;;
1922;11;29;493.318;;;;
1922;11;30;340.784;;;;
1922;12;01;305.187;;;;
1922;12;02;264.511;;;;
1922;12;03;217.916;;;;
1922;12;04;163.576;;;;
1922;12;05;135.536;;;;
1922;12;06;84.413;;;;
1922;12;07;64.157;;;;
1922;12;08;55.082;;;;
1922;12;09;48.743;;;;
1922;12;10;46.544;;;;
1922;12;11;39.430;;;;
1922;12;12;34.339;;;;
1922;12;13;31.591;;;;
1922;12;14;23.822;;;;
1922;12;15;23.224;;;;
1922;12;16;23.224;;;;
1922;12;17;23.224;;;;
1922;12;18;27.046;;;;
1922;12;19;44.908;;;;
1922;12;20;63.541;;;;
1922;12;21;63.015;;;;
1922;12;22;56.887;;;;
1922;12;23;65.203;;;;
1922;12;24;89.151;;;;
1922;12;25;74.068;;;;
1922;12;26;61.782;;;;
1922;12;27;47.466;;;;
1922;12;28;38.217;;;;
1922;12;29;29.182;;;;
1922;12;30;27.344;;;;
1922;12;31;23.518;;;;
1923;01;01;20.034;;;;
1923;01;02;9.666;;;;
1923;01;03;8.370;;;;
1923;01;04;6.751;;;;
1923;01;05;6.626;;;;
1923;01;06;6.626;;;;
1923;01;07;7.125;;;;
1923;01;08;17.505;;;;
1923;01;09;40.531;;;;
1923;01;10;23.656;;;;
1923;01;11;23.925;;;;
1923;01;12;59.893;;;;
1923;01;13;128.248;;;;
1923;01;14;187.872;;;;
1923;01;15;328.013;;;;
1923;01;16;210.823;;;;
1923;01;17;165.707;;;;
1923;01;18;170.323;;;;
1923;01;19;183.789;;;;
1923;01;20;148.036;;;;
1923;01;21;125.948;;;;
1923;01;22;95.708;;;;
1923;01;23;81.475;;;;
1923;01;24;60.507;;;;
1923;01;25;69.572;;;;
1923;01;26;380.432;;;;
1923;01;27;811.899;;;;
1923;01;28;1007.801;;;;
1923;01;29;782.142;;;;
1923;01;30;561.602;;;;
1923;01;31;433.605;;;;
1923;02;01;341.259;;;;
1923;02;02;255.173;;;;
